feature_stem,deepnsd_model_string,model,train_task,train_data,architecture,model_class,display_name,metric,region,consensus_layer,subject_votes_for_consensus,n_subjects,mean_nsd_test_score_for_consensus_layer,mean_nsd_test_score_across_subject_train_selected_layers,selected_layers_by_subject
eca_nfnet_l0_random,eca_nfnet_l0_random,eca_nfnet_l0,random,,eca_nfnet_l0,Convolutional,ECA-NFNeT-L0,srpr,OTC,AdaptiveAvgPool2d-1,2,4,0.1128852369241824,0.10099564053544915,1:ScaledStdConv2d-57;2:Linear-1;5:AdaptiveAvgPool2d-1;7:AdaptiveAvgPool2d-1
eca_nfnet_l0_random,eca_nfnet_l0_random,eca_nfnet_l0,random,,eca_nfnet_l0,Convolutional,ECA-NFNeT-L0,wrsa,OTC,AdaptiveAvgPool2d-1,3,4,0.12821183812982134,0.10897972970668225,1:ScaledStdConv2d-57;2:AdaptiveAvgPool2d-1;5:AdaptiveAvgPool2d-1;7:AdaptiveAvgPool2d-1
edge_occlusion_taskonomy,edge_occlusion_taskonomy,edge_occlusion,taskonomy,taskonomy,resnet50,Convolutional,Occlusion Edges,crsa,OTC,Conv2d-42,3,4,0.1620145349127863,0.1617635418094855,1:BatchNorm2d-45;2:Conv2d-42;5:Conv2d-42;7:Conv2d-42
edge_occlusion_taskonomy,edge_occlusion_taskonomy,edge_occlusion,taskonomy,taskonomy,resnet50,Convolutional,Occlusion Edges,srpr,OTC,Conv2d-41,1,4,0.272457394838466,0.24682541326212973,1:Conv2d-35;2:Conv2d-45;5:Conv2d-41;7:Conv2d-38
edge_occlusion_taskonomy,edge_occlusion_taskonomy,edge_occlusion,taskonomy,taskonomy,resnet50,Convolutional,Occlusion Edges,wrsa,OTC,BatchNorm2d-44,2,4,0.38834091146228855,0.347592445873302,1:ReLU-32;2:BatchNorm2d-44;5:BatchNorm2d-44;7:ReLU-27
edge_texture_taskonomy,edge_texture_taskonomy,edge_texture,taskonomy,taskonomy,resnet50,Convolutional,Texture Edges,crsa,OTC,ReLU-41,3,4,0.06335324051689353,0.0632708948734457,1:ReLU-41;2:Conv2d-45;5:ReLU-41;7:ReLU-41
edge_texture_taskonomy,edge_texture_taskonomy,edge_texture,taskonomy,taskonomy,resnet50,Convolutional,Texture Edges,srpr,OTC,BatchNorm2d-39,2,4,0.0690223343082864,0.09276708191486094,1:BatchNorm2d-39;2:ReLU-27;5:ReLU-35;7:BatchNorm2d-39
edge_texture_taskonomy,edge_texture_taskonomy,edge_texture,taskonomy,taskonomy,resnet50,Convolutional,Texture Edges,wrsa,OTC,BatchNorm2d-45,3,4,0.16587796014279366,0.16603568053000073,1:BatchNorm2d-45;2:BatchNorm2d-45;5:BatchNorm2d-45;7:ReLU-42
efficientnet_b1_classification,efficientnet_b1_classification,efficientnet_b1,classification,imagenet,efficientnet_b1,Convolutional,EfficientNet-B1,crsa,OTC,SiLU-47,4,4,0.4223702890847517,0.4223702890847517,1:SiLU-47;2:SiLU-47;5:SiLU-47;7:SiLU-47
efficientnet_b1_classification,efficientnet_b1_classification,efficientnet_b1,classification,imagenet,efficientnet_b1,Convolutional,EfficientNet-B1,srpr,OTC,Identity-100,2,4,0.384430195598503,0.37360211163531676,1:Identity-100;2:Identity-90;5:Identity-100;7:Identity-95
efficientnet_b1_classification,efficientnet_b1_classification,efficientnet_b1,classification,imagenet,efficientnet_b1,Convolutional,EfficientNet-B1,wrsa,OTC,SiLU-58,3,4,0.688072570320442,0.6911232087362027,1:SiLU-58;2:SiLU-55;5:SiLU-58;7:SiLU-58
efficientnet_b1_random,efficientnet_b1_random,efficientnet_b1,random,,efficientnet_b1,Convolutional,EfficientNet-B1,crsa,OTC,SqueezeExcite-16,2,4,0.04709715717829975,0.04854525431988145,1:SqueezeExcite-16;2:SqueezeExcite-16;5:Identity-72;7:Sigmoid-19
efficientnet_b1_random,efficientnet_b1_random,efficientnet_b1,random,,efficientnet_b1,Convolutional,EfficientNet-B1,srpr,OTC,Sigmoid-23,3,4,0.09899797095721392,0.09583030173350932,1:Sigmoid-23;2:Sigmoid-23;5:Sigmoid-23;7:Sigmoid-19
efficientnet_b1_random,efficientnet_b1_random,efficientnet_b1,random,,efficientnet_b1,Convolutional,EfficientNet-B1,wrsa,OTC,Conv2d-112,2,4,0.08579738681455626,0.08483221832651196,1:Conv2d-112;2:Conv2d-112;5:Sigmoid-23;7:Conv2d-98
efficientnet_b3_classification,efficientnet_b3_classification,efficientnet_b3,classification,imagenet,efficientnet_b3,Convolutional,EfficientNet-B3,crsa,OTC,SiLU-68,4,4,0.43058284781656503,0.43058284781656503,1:SiLU-68;2:SiLU-68;5:SiLU-68;7:SiLU-68
efficientnet_b3_classification,efficientnet_b3_classification,efficientnet_b3,classification,imagenet,efficientnet_b3,Convolutional,EfficientNet-B3,srpr,OTC,Identity-110,2,4,0.404966932285164,0.3742652277262347,1:Identity-105;2:Identity-110;5:Identity-110;7:Identity-105
efficientnet_b3_classification,efficientnet_b3_classification,efficientnet_b3,classification,imagenet,efficientnet_b3,Convolutional,EfficientNet-B3,wrsa,OTC,Identity-105,2,4,0.7189126499211416,0.681269729611084,1:SiLU-67;2:Identity-105;5:Identity-105;7:SiLU-67
efficientnet_b3_random,efficientnet_b3_random,efficientnet_b3,random,,efficientnet_b3,Convolutional,EfficientNet-B3,crsa,OTC,Identity-96,1,4,0.0811087535684516,0.07762570541859505,1:Identity-96;2:SiLU-54;5:Identity-87;7:Conv2d-102
efficientnet_b3_random,efficientnet_b3_random,efficientnet_b3,random,,efficientnet_b3,Convolutional,EfficientNet-B3,srpr,OTC,Sigmoid-26,1,4,0.115509606403603,0.1058326018754377,1:AdaptiveAvgPool2d-1;2:Sigmoid-18;5:Sigmoid-26;7:Linear-1
efficientnet_b3_random,efficientnet_b3_random,efficientnet_b3,random,,efficientnet_b3,Convolutional,EfficientNet-B3,wrsa,OTC,Sigmoid-14,1,4,0.113018666258737,0.10198658732927424,1:Conv2d-107;2:Conv2d-103;5:Sigmoid-19;7:Sigmoid-14
egomotion_taskonomy,egomotion_taskonomy,egomotion,taskonomy,taskonomy,resnet50,Convolutional,Egomotion,crsa,OTC,ReLU-27,2,4,0.08511134969548866,0.08738403451320145,1:Conv2d-31;2:ReLU-27;5:ReLU-27;7:BatchNorm2d-31
egomotion_taskonomy,egomotion_taskonomy,egomotion,taskonomy,taskonomy,resnet50,Convolutional,Egomotion,srpr,OTC,Conv2d-44,2,4,0.1617697789507955,0.16934660794088674,1:Conv2d-44;2:Conv2d-44;5:ReLU-26;7:ReLU-37
egomotion_taskonomy,egomotion_taskonomy,egomotion,taskonomy,taskonomy,resnet50,Convolutional,Egomotion,wrsa,OTC,Conv2d-44,2,4,0.199756994235255,0.19748587720450872,1:Conv2d-44;2:Conv2d-29;5:Conv2d-44;7:BatchNorm2d-44
faster_rcnn_R_50_FPN_3x_detection,faster_rcnn_R_50_FPN_3x_detection,faster_rcnn_R_50_FPN_3x,detection,coco2017,faster_rcnn_R_50_FPN_3x,Convolutional,Faster-RCNN-ResNet50-FPN,crsa,OTC,FrozenBatchNorm2d-45,3,4,0.3718493337206534,0.3703874268490063,1:FrozenBatchNorm2d-46;2:FrozenBatchNorm2d-45;5:FrozenBatchNorm2d-45;7:FrozenBatchNorm2d-45
faster_rcnn_R_50_FPN_3x_detection,faster_rcnn_R_50_FPN_3x_detection,faster_rcnn_R_50_FPN_3x,detection,coco2017,faster_rcnn_R_50_FPN_3x,Convolutional,Faster-RCNN-ResNet50-FPN,srpr,OTC,FrozenBatchNorm2d-49,2,4,0.38297090800524203,0.37209682301769725,1:FrozenBatchNorm2d-49;2:FrozenBatchNorm2d-45;5:FrozenBatchNorm2d-49;7:FrozenBatchNorm2d-46
faster_rcnn_R_50_FPN_3x_detection,faster_rcnn_R_50_FPN_3x_detection,faster_rcnn_R_50_FPN_3x,detection,coco2017,faster_rcnn_R_50_FPN_3x,Convolutional,Faster-RCNN-ResNet50-FPN,wrsa,OTC,FrozenBatchNorm2d-49,3,4,0.6969138696728526,0.6755985112606872,1:FrozenBatchNorm2d-49;2:FrozenBatchNorm2d-49;5:FrozenBatchNorm2d-49;7:BottleneckBlock-15
fixated_pose_taskonomy,fixated_pose_taskonomy,fixated_pose,taskonomy,taskonomy,resnet50,Convolutional,Camera Pose (Fixated),crsa,OTC,BatchNorm2d-30,4,4,0.09892623282148134,0.09892623282148134,1:BatchNorm2d-30;2:BatchNorm2d-30;5:BatchNorm2d-30;7:BatchNorm2d-30
fixated_pose_taskonomy,fixated_pose_taskonomy,fixated_pose,taskonomy,taskonomy,resnet50,Convolutional,Camera Pose (Fixated),srpr,OTC,Conv2d-29,2,4,0.1759920047219325,0.18509967289033297,1:Conv2d-28;2:Conv2d-29;5:BatchNorm2d-29;7:Conv2d-29
fixated_pose_taskonomy,fixated_pose_taskonomy,fixated_pose,taskonomy,taskonomy,resnet50,Convolutional,Camera Pose (Fixated),wrsa,OTC,BatchNorm2d-29,3,4,0.23521823262727734,0.23592771684959774,1:BatchNorm2d-29;2:ReLU-25;5:BatchNorm2d-29;7:BatchNorm2d-29
ghostnet_100_classification,ghostnet_100_classification,ghostnet_100,classification,imagenet,ghostnet_100,Convolutional,GhostNet100,crsa,OTC,ReLU-30,3,4,0.39834216786775406,0.3985200910008475,1:ReLU-35;2:ReLU-30;5:ReLU-30;7:ReLU-30
ghostnet_100_classification,ghostnet_100_classification,ghostnet_100,classification,imagenet,ghostnet_100,Convolutional,GhostNet100,srpr,OTC,Hardsigmoid-6,2,4,0.376190876142419,0.372382223926051,1:SqueezeExcite-6;2:BatchNorm2d-69;5:Hardsigmoid-6;7:Hardsigmoid-6
ghostnet_100_classification,ghostnet_100_classification,ghostnet_100,classification,imagenet,ghostnet_100,Convolutional,GhostNet100,wrsa,OTC,Conv2d-89,2,4,0.6763762375766675,0.6755932605952925,1:Conv2d-89;2:Conv2d-89;5:AdaptiveAvgPool2d-1;7:Conv2d-80
ghostnet_100_random,ghostnet_100_random,ghostnet_100,random,,ghostnet_100,Convolutional,GhostNet100,crsa,OTC,ReLU-21,4,4,0.03707843916431265,0.03707843916431265,1:ReLU-21;2:ReLU-21;5:ReLU-21;7:ReLU-21
ghostnet_100_random,ghostnet_100_random,ghostnet_100,random,,ghostnet_100,Convolutional,GhostNet100,srpr,OTC,Conv2d-61,3,4,0.123837204565518,0.11732789015252643,1:ReLU-42;2:Conv2d-61;5:Conv2d-61;7:Conv2d-61
ghostnet_100_random,ghostnet_100_random,ghostnet_100,random,,ghostnet_100,Convolutional,GhostNet100,wrsa,OTC,Conv2d-61,3,4,0.11471897919666833,0.11403210052435725,1:Conv2d-54;2:Conv2d-61;5:Conv2d-61;7:Conv2d-61
gmixer_24_224_classification,gmixer_24_224_classification,gmixer_24_224,classification,imagenet,gmixer_24_224,Convolutional,GMixer-24,crsa,OTC,Linear-75,4,4,0.34363807774962274,0.34363807774962274,1:Linear-75;2:Linear-75;5:Linear-75;7:Linear-75
gmixer_24_224_classification,gmixer_24_224_classification,gmixer_24_224,classification,imagenet,gmixer_24_224,Convolutional,GMixer-24,srpr,OTC,SiLU-38,2,4,0.410107031264969,0.37875940209972747,1:Linear-75;2:SiLU-38;5:SiLU-38;7:SiLU-40
gmixer_24_224_classification,gmixer_24_224_classification,gmixer_24_224,classification,imagenet,gmixer_24_224,Convolutional,GMixer-24,wrsa,OTC,SiLU-43,1,4,0.74731635433056,0.6837334720886002,1:Linear-81;2:Linear-75;5:SiLU-43;7:SiLU-42
gmixer_24_224_random,gmixer_24_224_random,gmixer_24_224,random,,gmixer_24_224,Convolutional,GMixer-24,crsa,OTC,Linear-66,3,4,0.071620943880844,0.07313198838221917,1:Linear-66;2:Linear-66;5:Dropout-89;7:Linear-66
gmixer_24_224_random,gmixer_24_224_random,gmixer_24_224,random,,gmixer_24_224,Convolutional,GMixer-24,srpr,OTC,Dropout-73,1,4,0.128911000577689,0.10126465823456543,1:Dropout-91;2:Linear-85;5:Dropout-73;7:Linear-70
gmixer_24_224_random,gmixer_24_224_random,gmixer_24_224,random,,gmixer_24_224,Convolutional,GMixer-24,wrsa,OTC,LayerNorm-38,1,4,0.100977603118983,0.07825558794016825,1:LayerNorm-49;2:Linear-85;5:LayerNorm-38;7:LayerNorm-40
gmlp_s16_224_classification,gmlp_s16_224_classification,gmlp_s16_224,classification,imagenet,gmlp_s16_224,Convolutional,GMLP-S16,crsa,OTC,LayerNorm-50,4,4,0.4020463715364145,0.4020463715364145,1:LayerNorm-50;2:LayerNorm-50;5:LayerNorm-50;7:LayerNorm-50
gmlp_s16_224_classification,gmlp_s16_224_classification,gmlp_s16_224,classification,imagenet,gmlp_s16_224,Convolutional,GMLP-S16,srpr,OTC,GELU-23,3,4,0.37418994781410236,0.3875276372688515,1:GELU-23;2:GELU-23;5:Linear-62;7:GELU-23
gmlp_s16_224_classification,gmlp_s16_224_classification,gmlp_s16_224,classification,imagenet,gmlp_s16_224,Convolutional,GMLP-S16,wrsa,OTC,Linear-65,2,4,0.680993695487079,0.690224548991095,1:Linear-70;2:Linear-68;5:Linear-65;7:Linear-65
gmlp_s16_224_random,gmlp_s16_224_random,gmlp_s16_224,random,,gmlp_s16_224,Convolutional,GMLP-S16,crsa,OTC,Linear-69,2,4,0.0638394087404214,0.06462451047122744,1:Linear-69;2:SpatialGatingUnit-20;5:Linear-59;7:Linear-69
gmlp_s16_224_random,gmlp_s16_224_random,gmlp_s16_224,random,,gmlp_s16_224,Convolutional,GMLP-S16,srpr,OTC,LayerNorm-48,1,4,0.132057758074766,0.1149014408365312,1:Linear-81;2:LayerNorm-34;5:LayerNorm-48;7:Linear-90
gmlp_s16_224_random,gmlp_s16_224_random,gmlp_s16_224,random,,gmlp_s16_224,Convolutional,GMLP-S16,wrsa,OTC,GELU-16,2,4,0.121621367662726,0.1112959955242319,1:GELU-16;2:LayerNorm-34;5:GELU-16;7:LayerNorm-34
googlenet_classification,googlenet_classification,googlenet,classification,imagenet,googlenet,Convolutional,GoogleNet,crsa,OTC,MaxPool2d-13,4,4,0.3766848648512182,0.3766848648512182,1:MaxPool2d-13;2:MaxPool2d-13;5:MaxPool2d-13;7:MaxPool2d-13
googlenet_classification,googlenet_classification,googlenet,classification,imagenet,googlenet,Convolutional,GoogleNet,srpr,OTC,MaxPool2d-13,3,4,0.3704680169295383,0.3762635164623555,1:MaxPool2d-13;2:MaxPool2d-12;5:MaxPool2d-13;7:MaxPool2d-13
googlenet_classification,googlenet_classification,googlenet,classification,imagenet,googlenet,Convolutional,GoogleNet,wrsa,OTC,MaxPool2d-13,3,4,0.651965358533386,0.6705224428731056,1:MaxPool2d-13;2:MaxPool2d-13;5:MaxPool2d-12;7:MaxPool2d-13
googlenet_random,googlenet_random,googlenet,random,,googlenet,Convolutional,GoogleNet,crsa,OTC,BasicConv2d-37,3,4,0.06028063896402597,0.0564195073398748,1:BasicConv2d-37;2:BasicConv2d-37;5:BasicConv2d-37;7:AdaptiveAvgPool2d-1
googlenet_random,googlenet_random,googlenet,random,,googlenet,Convolutional,GoogleNet,srpr,OTC,MaxPool2d-8,2,4,0.1470387151496135,0.15894482081769024,1:MaxPool2d-8;2:MaxPool2d-9;5:BatchNorm2d-41;7:MaxPool2d-8
googlenet_random,googlenet_random,googlenet,random,,googlenet,Convolutional,GoogleNet,wrsa,OTC,Conv2d-73,2,4,0.1510127031250145,0.160861661858028,1:Conv2d-73;2:BasicConv2d-35;5:MaxPool2d-9;7:Conv2d-73
hardcorenas_a_classification,hardcorenas_a_classification,hardcorenas_a,classification,imagenet,hardcorenas_a,Convolutional,HardCoreNAS-A,crsa,OTC,Conv2d-47,3,4,0.42236915636147665,0.42192461222675176,1:ReLU-17;2:Conv2d-47;5:Conv2d-47;7:Conv2d-47
hardcorenas_a_classification,hardcorenas_a_classification,hardcorenas_a,classification,imagenet,hardcorenas_a,Convolutional,HardCoreNAS-A,srpr,OTC,Identity-49,2,4,0.38410789819020397,0.3791521749216482,1:Identity-49;2:Identity-49;5:Conv2d-47;7:SqueezeExcite-8
hardcorenas_a_classification,hardcorenas_a_classification,hardcorenas_a,classification,imagenet,hardcorenas_a,Convolutional,HardCoreNAS-A,wrsa,OTC,Hardswish-13,2,4,0.687840045363495,0.6850370300095743,1:Hardswish-13;2:Hardswish-13;5:Hardsigmoid-8;7:AdaptiveAvgPool2d-1
hardcorenas_a_random,hardcorenas_a_random,hardcorenas_a,random,,hardcorenas_a,Convolutional,HardCoreNAS-A,crsa,OTC,ReLU-17,4,4,0.028450938373560497,0.028450938373560497,1:ReLU-17;2:ReLU-17;5:ReLU-17;7:ReLU-17
hardcorenas_a_random,hardcorenas_a_random,hardcorenas_a,random,,hardcorenas_a,Convolutional,HardCoreNAS-A,srpr,OTC,Conv2d-27,3,4,0.12510576783905766,0.12028734609931549,1:Conv2d-32;2:Conv2d-27;5:Conv2d-27;7:Conv2d-27
hardcorenas_a_random,hardcorenas_a_random,hardcorenas_a,random,,hardcorenas_a,Convolutional,HardCoreNAS-A,wrsa,OTC,Conv2d-27,2,4,0.147610211379674,0.14021606370941075,1:Conv2d-27;2:Conv2d-32;5:Conv2d-32;7:Conv2d-27
hardcorenas_f_classification,hardcorenas_f_classification,hardcorenas_f,classification,imagenet,hardcorenas_f,Convolutional,HardCoreNAS-F,crsa,OTC,ReLU-21,4,4,0.43545282178989375,0.43545282178989375,1:ReLU-21;2:ReLU-21;5:ReLU-21;7:ReLU-21
hardcorenas_f_classification,hardcorenas_f_classification,hardcorenas_f,classification,imagenet,hardcorenas_f,Convolutional,HardCoreNAS-F,srpr,OTC,Hardsigmoid-14,2,4,0.3768649670876565,0.3766036836865625,1:Identity-67;2:Identity-67;5:Hardsigmoid-14;7:Hardsigmoid-14
hardcorenas_f_classification,hardcorenas_f_classification,hardcorenas_f,classification,imagenet,hardcorenas_f,Convolutional,HardCoreNAS-F,wrsa,OTC,SqueezeExcite-14,2,4,0.6896811226431755,0.6890660249790155,1:SqueezeExcite-14;2:SqueezeExcite-14;5:ReLU-23;7:Conv2d-71
hardcorenas_f_random,hardcorenas_f_random,hardcorenas_f,random,,hardcorenas_f,Convolutional,HardCoreNAS-F,crsa,OTC,Identity-49,1,4,0.0282020191766065,0.023878353550312252,1:Conv2d-63;2:Identity-49;5:Hardswish-16;7:ReLU-23
hardcorenas_f_random,hardcorenas_f_random,hardcorenas_f,random,,hardcorenas_f,Convolutional,HardCoreNAS-F,srpr,OTC,ReLU-20,3,4,0.109238281806962,0.107505811852832,1:ReLU-20;2:ReLU-20;5:ReLU-20;7:Conv2d-51
hardcorenas_f_random,hardcorenas_f_random,hardcorenas_f,random,,hardcorenas_f,Convolutional,HardCoreNAS-F,wrsa,OTC,Conv2d-51,2,4,0.1278660908573975,0.11418493457557931,1:Conv2d-51;2:Conv2d-51;5:Conv2d-46;7:Conv2d-46
inception_v3_classification,inception_v3_classification,inception_v3,classification,imagenet,inception_v3,Convolutional,Inception-V3,crsa,OTC,BatchNorm2d-82,4,4,0.4166202907201533,0.4166202907201533,1:BatchNorm2d-82;2:BatchNorm2d-82;5:BatchNorm2d-82;7:BatchNorm2d-82
inception_v3_classification,inception_v3_classification,inception_v3,classification,imagenet,inception_v3,Convolutional,Inception-V3,srpr,OTC,InceptionD-1,3,4,0.37391890944377865,0.36762871169065725,1:BatchNorm2d-74;2:InceptionD-1;5:InceptionD-1;7:InceptionD-1
inception_v3_classification,inception_v3_classification,inception_v3,classification,imagenet,inception_v3,Convolutional,Inception-V3,wrsa,OTC,Conv2d-161,2,4,0.6978768834028235,0.6745919462939692,1:Conv2d-161;2:InceptionD-1;5:Conv2d-161;7:InceptionD-1
inception_v3_random,inception_v3_random,inception_v3,random,,inception_v3,Convolutional,Inception-V3,crsa,OTC,BasicConv2d-72,2,4,0.0112352944307972,0.01633885060849375,1:BasicConv2d-71;2:BasicConv2d-52;5:BasicConv2d-72;7:BasicConv2d-72
inception_v3_random,inception_v3_random,inception_v3,random,,inception_v3,Convolutional,Inception-V3,srpr,OTC,Conv2d-99,2,4,0.1293417772415555,0.12995883240161502,1:Conv2d-99;2:BatchNorm2d-50;5:BasicConv2d-50;7:Conv2d-99
inception_v3_random,inception_v3_random,inception_v3,random,,inception_v3,Convolutional,Inception-V3,wrsa,OTC,BasicConv2d-50,4,4,0.10948718689237874,0.10948718689237874,1:BasicConv2d-50;2:BasicConv2d-50;5:BasicConv2d-50;7:BasicConv2d-50
inpainting_taskonomy,inpainting_taskonomy,inpainting,taskonomy,taskonomy,resnet50,Convolutional,Inpainting,crsa,OTC,BatchNorm2d-39,4,4,0.0950163337142251,0.0950163337142251,1:BatchNorm2d-39;2:BatchNorm2d-39;5:BatchNorm2d-39;7:BatchNorm2d-39
inpainting_taskonomy,inpainting_taskonomy,inpainting,taskonomy,taskonomy,resnet50,Convolutional,Inpainting,srpr,OTC,Conv2d-45,3,4,0.17534006694352267,0.169791367244862,1:BatchNorm2d-45;2:Conv2d-45;5:Conv2d-45;7:Conv2d-45
inpainting_taskonomy,inpainting_taskonomy,inpainting,taskonomy,taskonomy,resnet50,Convolutional,Inpainting,wrsa,OTC,Conv2d-45,1,4,0.244824573445901,0.195174615231136,1:ReLU-39;2:Conv2d-45;5:ReLU-41;7:Conv2d-43
jigsaw_taskonomy,jigsaw_taskonomy,jigsaw,taskonomy,taskonomy,resnet50,Convolutional,Jigsaw,crsa,OTC,BatchNorm2d-45,3,4,0.06519952515946316,0.0620318807403845,1:BatchNorm2d-28;2:BatchNorm2d-45;5:BatchNorm2d-45;7:BatchNorm2d-45
jigsaw_taskonomy,jigsaw_taskonomy,jigsaw,taskonomy,taskonomy,resnet50,Convolutional,Jigsaw,srpr,OTC,Conv2d-45,4,4,0.14165011739735475,0.14165011739735475,1:Conv2d-45;2:Conv2d-45;5:Conv2d-45;7:Conv2d-45
jigsaw_taskonomy,jigsaw_taskonomy,jigsaw,taskonomy,taskonomy,resnet50,Convolutional,Jigsaw,wrsa,OTC,ReLU-40,1,4,0.18232969677104,0.15510315011562525,1:ReLU-31;2:ReLU-25;5:ReLU-40;7:ReLU-26
jx_nest_tiny_classification,jx_nest_tiny_classification,jx_nest_tiny,classification,imagenet,jx_nest_tiny,Transformer,JX-NesT-Tiny,crsa,OTC,LayerNorm-20,2,4,0.32078978255358503,0.31931891116843675,1:Linear-35;2:Linear-35;5:LayerNorm-20;7:LayerNorm-20
jx_nest_tiny_classification,jx_nest_tiny_classification,jx_nest_tiny,classification,imagenet,jx_nest_tiny,Transformer,JX-NesT-Tiny,srpr,OTC,Linear-35,2,4,0.4053397516078105,0.37690077347859297,1:LayerNorm-20;2:Linear-35;5:Linear-35;7:LayerNorm-20
jx_nest_tiny_classification,jx_nest_tiny_classification,jx_nest_tiny,classification,imagenet,jx_nest_tiny,Transformer,JX-NesT-Tiny,wrsa,OTC,LayerNorm-20,3,4,0.6915947843820579,0.6678072317036324,1:LayerNorm-20;2:LayerNorm-20;5:LayerNorm-20;7:Linear-37
jx_nest_tiny_random,jx_nest_tiny_random,jx_nest_tiny,random,,jx_nest_tiny,Transformer,JX-NesT-Tiny,crsa,OTC,Dropout-29,3,4,0.049587060251332436,0.05256059049871833,1:Dropout-29;2:Dropout-29;5:Dropout-29;7:Linear-24
jx_nest_tiny_random,jx_nest_tiny_random,jx_nest_tiny,random,,jx_nest_tiny,Transformer,JX-NesT-Tiny,srpr,OTC,Linear-34,2,4,0.17164706075663,0.1556529786555445,1:Linear-42;2:Linear-34;5:Linear-34;7:AdaptiveAvgPool2d-1
jx_nest_tiny_random,jx_nest_tiny_random,jx_nest_tiny,random,,jx_nest_tiny,Transformer,JX-NesT-Tiny,wrsa,OTC,Linear-26,2,4,0.1764460037974005,0.17492121661388074,1:Linear-26;2:Linear-34;5:Linear-34;7:Linear-26
keypoint_rcnn_R_50_FPN_3x_segmentation,keypoint_rcnn_R_50_FPN_3x_segmentation,keypoint_rcnn_R_50_FPN_3x,segmentation,coco2017,keypoint_rcnn_R_50_FPN_3x,Convolutional,Keypoint-RCNN-ResNet50-FPN,crsa,OTC,FrozenBatchNorm2d-45,4,4,0.3492939346951258,0.3492939346951258,1:FrozenBatchNorm2d-45;2:FrozenBatchNorm2d-45;5:FrozenBatchNorm2d-45;7:FrozenBatchNorm2d-45
keypoint_rcnn_R_50_FPN_3x_segmentation,keypoint_rcnn_R_50_FPN_3x_segmentation,keypoint_rcnn_R_50_FPN_3x,segmentation,coco2017,keypoint_rcnn_R_50_FPN_3x,Convolutional,Keypoint-RCNN-ResNet50-FPN,srpr,OTC,FrozenBatchNorm2d-45,2,4,0.360871881982348,0.35861151903441524,1:FrozenBatchNorm2d-45;2:FrozenBatchNorm2d-45;5:BottleneckBlock-15;7:BottleneckBlock-15
keypoint_rcnn_R_50_FPN_3x_segmentation,keypoint_rcnn_R_50_FPN_3x_segmentation,keypoint_rcnn_R_50_FPN_3x,segmentation,coco2017,keypoint_rcnn_R_50_FPN_3x,Convolutional,Keypoint-RCNN-ResNet50-FPN,wrsa,OTC,FrozenBatchNorm2d-45,2,4,0.5936432966687251,0.6269373012989937,1:FrozenBatchNorm2d-45;2:FrozenBatchNorm2d-47;5:BottleneckBlock-15;7:FrozenBatchNorm2d-45
keypoints2d_taskonomy,keypoints2d_taskonomy,keypoints2d,taskonomy,taskonomy,resnet50,Convolutional,2D Keypoints,crsa,OTC,BatchNorm2d-32,3,4,0.05906047780818107,0.059628187980306904,1:BatchNorm2d-44;2:BatchNorm2d-32;5:BatchNorm2d-32;7:BatchNorm2d-32
keypoints2d_taskonomy,keypoints2d_taskonomy,keypoints2d,taskonomy,taskonomy,resnet50,Convolutional,2D Keypoints,srpr,OTC,ReLU-38,1,4,0.110626753512208,0.08223850256466293,1:BatchNorm2d-42;2:BatchNorm2d-44;5:ReLU-38;7:Conv2d-42
keypoints2d_taskonomy,keypoints2d_taskonomy,keypoints2d,taskonomy,taskonomy,resnet50,Convolutional,2D Keypoints,wrsa,OTC,BatchNorm2d-45,4,4,0.1180085589241585,0.1180085589241585,1:BatchNorm2d-45;2:BatchNorm2d-45;5:BatchNorm2d-45;7:BatchNorm2d-45
keypoints3d_taskonomy,keypoints3d_taskonomy,keypoints3d,taskonomy,taskonomy,resnet50,Convolutional,3D Keypoints,crsa,OTC,Conv2d-36,4,4,0.1648712663486705,0.1648712663486705,1:Conv2d-36;2:Conv2d-36;5:Conv2d-36;7:Conv2d-36
keypoints3d_taskonomy,keypoints3d_taskonomy,keypoints3d,taskonomy,taskonomy,resnet50,Convolutional,3D Keypoints,srpr,OTC,Conv2d-38,1,4,0.272165116587161,0.25455483427111175,1:Conv2d-45;2:BatchNorm2d-35;5:Conv2d-38;7:BatchNorm2d-45
keypoints3d_taskonomy,keypoints3d_taskonomy,keypoints3d,taskonomy,taskonomy,resnet50,Convolutional,3D Keypoints,wrsa,OTC,ReLU-37,2,4,0.3581133905803805,0.36168311560562927,1:BatchNorm2d-44;2:BatchNorm2d-35;5:ReLU-37;7:ReLU-37
levit_128_classification,levit_128_classification,levit_128,classification,imagenet,levit_128,Transformer,LeViT128,crsa,OTC,Linear-43,4,4,0.424757505187661,0.424757505187661,1:Linear-43;2:Linear-43;5:Linear-43;7:Linear-43
levit_128_classification,levit_128_classification,levit_128,classification,imagenet,levit_128,Transformer,LeViT128,srpr,OTC,Linear-43,4,4,0.3839248282644028,0.3839248282644028,1:Linear-43;2:Linear-43;5:Linear-43;7:Linear-43
levit_128_classification,levit_128_classification,levit_128,classification,imagenet,levit_128,Transformer,LeViT128,wrsa,OTC,Linear-43,3,4,0.7128894757872727,0.6879483737474722,1:Linear-43;2:Linear-43;5:Linear-43;7:Residual-21
