region,comparison_id,comparison,eval_type,level,n_obs,n_subjects,n_models,mean,median,std,sem
laion-lateral,taskonomy_tasks,Taskonomy Encoders,crsa,fixated_pose,5,5,1,0.05787588618695736,0.052463605999946594,0.025251146710169037,0.011292656110751628
laion-lateral,taskonomy_tasks,Taskonomy Encoders,crsa,inpainting,5,5,1,0.04743031598627567,0.06982383877038956,0.041755174289036454,0.01867348162452739
laion-lateral,taskonomy_tasks,Taskonomy Encoders,crsa,jigsaw,5,5,1,0.0760407829657197,0.09650658071041107,0.04004208432559321,0.017907364502561047
laion-lateral,taskonomy_tasks,Taskonomy Encoders,crsa,keypoints2d,5,5,1,0.05827982351183891,0.07513779401779175,0.06898348106172034,0.030850350595715205
laion-lateral,taskonomy_tasks,Taskonomy Encoders,crsa,keypoints3d,5,5,1,0.08937006294727326,0.08733358234167099,0.012279298028114964,0.005491469021368837
laion-lateral,taskonomy_tasks,Taskonomy Encoders,crsa,nonfixated_pose,5,5,1,0.09659644812345505,0.09822563827037811,0.01393994540417714,0.006234133105275173
laion-lateral,taskonomy_tasks,Taskonomy Encoders,crsa,normal,5,5,1,0.06274242624640465,0.06858083605766296,0.00929296567968386,0.004155940594469129
laion-lateral,taskonomy_tasks,Taskonomy Encoders,crsa,point_matching,5,5,1,0.10328113734722137,0.102785125374794,0.026339338943859602,0.011779310472175517
laion-lateral,taskonomy_tasks,Taskonomy Encoders,crsa,random_weights,5,5,1,0.07007717788219452,0.07140723615884781,0.019575153580689415,0.008754274815283989
laion-lateral,taskonomy_tasks,Taskonomy Encoders,crsa,reshading,5,5,1,0.11350956261157989,0.11115691065788269,0.0118365492065658,0.005293465728980465
laion-lateral,taskonomy_tasks,Taskonomy Encoders,crsa,room_layout,5,5,1,0.056944840401411054,0.060107115656137466,0.015563400885653778,0.006960164468280456
laion-lateral,taskonomy_tasks,Taskonomy Encoders,crsa,segment_semantic,5,5,1,0.05619555711746216,0.05267481133341789,0.009451659347602429,0.0042269105602820685
laion-lateral,taskonomy_tasks,Taskonomy Encoders,crsa,segment_unsup25d,5,5,1,0.08780578523874283,0.08899029344320297,0.011588827563890161,0.005182681242476337
laion-lateral,taskonomy_tasks,Taskonomy Encoders,crsa,segment_unsup2d,5,5,1,0.146637362241745,0.14026416838169098,0.014729755396550713,0.0065873468717263526
laion-lateral,taskonomy_tasks,Taskonomy Encoders,crsa,vanishing_point,5,5,1,-0.0062345976009964945,-0.007779032923281193,0.028034213458936537,0.01253728139798432
laion-lateral,taskonomy_tasks,Taskonomy Encoders,wrsa,denoising,5,5,1,0.12259359657764435,0.11806360632181168,0.038171056472741494,0.017070615409206666
laion-lateral,taskonomy_tasks,Taskonomy Encoders,wrsa,autoencoding,5,5,1,-0.055871826410293576,-0.04835432395339012,0.017808273795407874,0.007964102153692037
laion-lateral,taskonomy_tasks,Taskonomy Encoders,wrsa,class_object,5,5,1,0.18157703280448914,0.16188810765743256,0.03333749150328385,0.014908979440132867
laion-lateral,taskonomy_tasks,Taskonomy Encoders,wrsa,class_scene,5,5,1,0.18230299651622772,0.177077054977417,0.025252455531426327,0.011293241433411969
laion-lateral,taskonomy_tasks,Taskonomy Encoders,wrsa,curvature,5,5,1,-0.012205543080926872,-0.013725360855460167,0.01015037324736025,0.004539384915618561
laion-lateral,taskonomy_tasks,Taskonomy Encoders,wrsa,depth_euclidean,5,5,1,0.18901203572750092,0.17979305982589722,0.022554985817414826,0.010086896303856643
