region,model,score,rank
FFA-2,pit_ti_224_classification,0.2768296092748642,52
FFA-2,ResNet50/PIRL_selfsupervised,0.27645562291145326,53
FFA-2,xception_classification,0.27544117867946627,54
FFA-2,poolformer_s36_classification,0.2716049522161484,55
FFA-2,ghostnet_100_classification,0.26919846534729003,56
FFA-2,regnetx_064_classification,0.26839472353458405,57
FFA-2,inception_v3_classification,0.2670514404773712,58
FFA-2,ResNet50/JigSaw/Goyal19_selfsupervised,0.2650411993265152,59
FFA-2,resnet152_classification,0.2647938013076782,60
FFA-2,xcit_nano_12_p8_224_classification,0.2640185445547104,61
FFA-2,efficientnet_b3_classification,0.26384728252887724,62
FFA-2,swin_large_patch4_window7_224_in22k_classification,0.2615285158157349,63
FFA-2,gmixer_24_224_classification,0.260616597533226,64
FFA-2,ResNet50/MoCoV2/BS256_selfsupervised,0.2583444833755493,65
FFA-2,nfnet_l0_classification,0.2582777410745621,66
FFA-2,resnet50_classification,0.2581235468387604,67
FFA-2,alexnet_gn_ipcl_imagenet,0.2579497992992401,68
FFA-2,seresnext50_32x4d_classification,0.2550319403409958,69
FFA-2,hardcorenas_a_classification,0.2538698524236679,70
FFA-2,mobilenetv3_large_100_classification,0.25291362702846526,71
FFA-2,mnasnet1_0_classification,0.2523682028055191,72
FFA-2,keypoints3d_taskonomy,0.2517691433429718,73
FFA-2,semnasnet_100_classification,0.2499347060918808,74
FFA-2,googlenet_classification,0.24964848160743713,75
FFA-2,regnety_064_classification,0.2474508613348007,76
FFA-2,nf_resnet50_classification,0.24664155542850494,77
FFA-2,cspresnet50_classification,0.24653301239013672,78
FFA-2,resnet18_classification,0.24444949626922607,79
FFA-2,segment_unsup2d_taskonomy,0.244319286942482,80
FFA-2,ResNet50/SwAV/BS4096/2x224+6x96_selfsupervised,0.24114965796470642,81
FFA-2,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,0.23646434843540193,82
FFA-2,dla34_classification,0.23590669333934783,83
FFA-2,alexnet_gn_ipcl_places256,0.22938159108161926,84
FFA-2,ResNet50/SimCLR_selfsupervised,0.22629848420619963,85
FFA-2,ResNet50/ClusterFit/16K/RotNet_selfsupervised,0.22239866852760315,86
FFA-2,alexnet_classification,0.2220947414636612,87
FFA-2,segment_unsup25d_taskonomy,0.2220012903213501,88
FFA-2,shufflenet_v2_x1_0_classification,0.22148241102695465,89
FFA-2,alexnet_gn_ipcl_openimages,0.21870729923248292,90
FFA-2,alexnet_gn_ipcl_vggface2,0.2180096000432968,91
FFA-2,reshading_taskonomy,0.2156391829252243,92
FFA-2,fixated_pose_taskonomy,0.21242079138755798,93
FFA-2,densenet121_classification,0.21236162185668944,94
FFA-2,squeezenet1_0_classification,0.20991333723068237,95
FFA-2,vgg16_classification,0.2071547329425812,96
FFA-2,egomotion_taskonomy,0.2040542781352997,97
FFA-2,class_scene_taskonomy,0.2001742273569107,98
FFA-2,normal_taskonomy,0.1981425777077675,99
FFA-2,jigsaw_taskonomy,0.19635921865701675,100
FFA-2,nonfixated_pose_taskonomy,0.1924333617091179,101
FFA-2,inpainting_taskonomy,0.1885803073644638,102
FFA-2,point_matching_taskonomy,0.18789317607879638,103
FFA-2,segment_semantic_taskonomy,0.18371551781892775,104
FFA-2,class_object_taskonomy,0.17875986993312837,105
FFA-2,ResNet50/RotNet_selfsupervised,0.17799961119890212,106
FFA-2,room_layout_taskonomy,0.1766459286212921,107
FFA-2,depth_zbuffer_taskonomy,0.17464352250099183,108
FFA-2,keypoints2d_taskonomy,0.17160986959934235,109
FFA-2,random_weights_taskonomy,0.17106948494911195,110
FFA-2,denoising_taskonomy,0.17097773551940917,111
FFA-2,edge_occlusion_taskonomy,0.1682859867811203,112
FFA-2,depth_euclidean_taskonomy,0.16312049329280853,113
FFA-2,edge_texture_taskonomy,0.1425786256790161,114
FFA-2,autoencoding_taskonomy,0.05426165163516998,115
FFA-2,vanishing_point_taskonomy,0.041714902687817815,116
