subject,model,eval_type,region,model_layer,model_layer_index,test_score,train_score,max_model_layer_index,selected_layer_fraction,score
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,wrsa,FFA-2,AdaptiveAvgPool2d-1,0,0.3002256751060486,0.29459869861602783,12,0.0,0.3002256751060486
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,wrsa,OFA,Conv2d-37,7,0.3318021595478058,0.18654781579971313,12,0.5833333333333334,0.3318021595478058
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,wrsa,OPA,Conv2d-49,9,0.3710469603538513,0.1327754706144333,12,0.75,0.3710469603538513
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,wrsa,PPA,BatchNorm2d-51,5,0.35630548000335693,0.1995343565940857,12,0.4166666666666667,0.35630548000335693
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,wrsa,VWFA-1,BatchNorm2d-51,5,0.320042222738266,0.2121547907590866,12,0.4166666666666667,0.320042222738266
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,wrsa,VWFA-2,Conv2d-49,9,0.17879515886306763,0.08088433742523193,12,0.75,0.17879515886306763
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,wrsa,l-objects,Conv2d-49,9,0.3904634416103363,0.29817408323287964,12,0.75,0.3904634416103363
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,wrsa,laion-lateral,Conv2d-49,9,0.30992940068244934,0.21217350661754608,12,0.75,0.30992940068244934
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,wrsa,laion-ventral,Conv2d-49,9,0.4684958755970001,0.3047601282596588,12,0.75,0.4684958755970001
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,wrsa,mfs-words,Conv2d-49,9,0.2195279747247696,0.08356970548629761,12,0.75,0.2195279747247696
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,wrsa,otc,Conv2d-49,9,0.4252270758152008,0.2865629494190216,12,0.75,0.4252270758152008
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,wrsa,otc-category,Conv2d-49,9,0.48698216676712036,0.37812334299087524,12,0.75,0.48698216676712036
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,wrsa,otc-streams,Conv2d-49,9,0.4133348762989044,0.2820695638656616,12,0.75,0.4133348762989044
sub-01,ResNet50/ClusterFit/16K/RotNet_selfsupervised,wrsa,v-objects,BatchNorm2d-51,5,0.5863907933235168,0.4571824371814728,12,0.4166666666666667,0.5863907933235168
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,crsa,EBA,BatchNorm2d-51,5,0.2831069827079773,0.29841095209121704,12,0.4166666666666667,0.2831069827079773
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,crsa,FBA,BatchNorm2d-51,5,0.21490515768527985,0.24235107004642487,12,0.4166666666666667,0.21490515768527985
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,crsa,FFA-1,BatchNorm2d-51,5,0.22206762433052063,0.22507771849632263,12,0.4166666666666667,0.22206762433052063
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,crsa,FFA-2,BatchNorm2d-51,5,0.19080811738967896,0.1900242567062378,12,0.4166666666666667,0.19080811738967896
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,crsa,OFA,BatchNorm2d-51,5,0.19850313663482666,0.22298301756381989,12,0.4166666666666667,0.19850313663482666
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,crsa,OPA,BatchNorm2d-51,5,0.26843908429145813,0.30712196230888367,12,0.4166666666666667,0.26843908429145813
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,crsa,PPA,BatchNorm2d-51,5,0.24576616287231445,0.2517930567264557,12,0.4166666666666667,0.24576616287231445
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,crsa,VWFA-1,BatchNorm2d-51,5,0.26343023777008057,0.2944292426109314,12,0.4166666666666667,0.26343023777008057
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,crsa,VWFA-2,BatchNorm2d-51,5,0.147086501121521,0.1974474936723709,12,0.4166666666666667,0.147086501121521
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,crsa,l-objects,BatchNorm2d-51,5,0.2800140380859375,0.29402604699134827,12,0.4166666666666667,0.2800140380859375
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,crsa,laion-lateral,BatchNorm2d-51,5,0.28656628727912903,0.3420864939689636,12,0.4166666666666667,0.28656628727912903
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,crsa,laion-ventral,BatchNorm2d-51,5,0.3491591215133667,0.40869802236557007,12,0.4166666666666667,0.3491591215133667
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,crsa,mfs-words,BatchNorm2d-51,5,0.1841222494840622,0.1622944325208664,12,0.4166666666666667,0.1841222494840622
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,crsa,otc,BatchNorm2d-51,5,0.34944915771484375,0.404480516910553,12,0.4166666666666667,0.34944915771484375
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,crsa,otc-category,BatchNorm2d-51,5,0.33149218559265137,0.3683326840400696,12,0.4166666666666667,0.33149218559265137
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,crsa,otc-streams,BatchNorm2d-51,5,0.3493175506591797,0.40774840116500854,12,0.4166666666666667,0.3493175506591797
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,crsa,v-objects,BatchNorm2d-51,5,0.26934948563575745,0.2741088271141052,12,0.4166666666666667,0.26934948563575745
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,wrsa,EBA,Conv2d-49,9,0.39510685205459595,0.30403822660446167,12,0.75,0.39510685205459595
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,wrsa,FBA,BatchNorm2d-51,5,0.38690659403800964,0.38052043318748474,12,0.4166666666666667,0.38690659403800964
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,wrsa,FFA-1,Conv2d-49,9,0.2864891290664673,0.21680526435375214,12,0.75,0.2864891290664673
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,wrsa,FFA-2,BatchNorm2d-51,5,0.3388107120990753,0.32765188813209534,12,0.4166666666666667,0.3388107120990753
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,wrsa,OFA,Conv2d-30,6,0.304631769657135,0.19756685197353363,12,0.5,0.304631769657135
sub-01,ResNet50/DeepClusterV2/2x224+6x96_selfsupervised,wrsa,OPA,Conv2d-49,9,0.3380106985569,0.1666969507932663,12,0.75,0.3380106985569
